,POSIÇÃO,NOME,TIME,JOGOS,PREÇO,MÉDIA,MÍNIMO
116,ATA,Léo Passos,AME,0,2.0,0.0,2.65
491,ATA,Ângelo,SAN,5,5.08,2.84,1.69
86,ATA,Willian,FLU,11,3.63,0.92,1.28
399,ATA,Gabryel Martins,FLU,0,1.0,0.0,1.25
84,ATA,Cano,FLU,14,12.33,5.55,3.42
496,ATA,Eder,SAO,13,6.46,1.6,1.61
394,ATA,Índio,GOI,0,2.0,0.0,2.65
472,ATA,Luciano,SAO,11,11.99,4.88,5.82
66,ATA,Dudu,PAL,13,11.45,4.62,1.95
174,ATA,Erison,BOT,13,12.25,5.82,1.66
361,ATA,Daniel Cruz,BOT,1,0.94,1.1,0.9
594,ATA,Everton,FLA,0,15.0,0.0,20.89
314,ATA,Marquinhos,CUI,6,5.82,3.67,6.6
313,ATA,Pitta,JUV,11,3.33,1.76,1.83
599,ATA,Gabriel Silva,FOR,0,2.0,0.0,2.65
600,ATA,Vitor Hugo,GOI,1,0.73,-0.1,1.04
549,ATA,Elton,CUI,8,4.23,1.91,1.82
602,ATA,Óscar Ruíz,JUV,9,8.96,4.6,1.2
632,ATA,Alan,FLU,0,8.0,0.0,0.81
309,ATA,Paulinho Bóia,AME,4,6.92,4.35,7.02
609,ATA,Caio,SAO,0,1.0,0.0,1.25
629,ATA,Pedro Junqueira,GOI,6,1.95,1.27,-1.04
59,ATA,Calleri,SAO,14,24.56,7.58,4.75
291,ATA,André Luís,CUI,10,3.46,1.37,2.11
307,ATA,Alef Manga,CFC,12,9.67,3.75,6.94
306,ATA,Felipe Marques,CUI,13,2.89,0.97,0.81
305,ATA,Alesson,CUI,7,4.85,3.29,2.73
292,ATA,Júnior Moraes,COR,7,4.44,0.37,0.47
618,ATA,José López,PAL,0,7.0,0.0,9.67
300,ATA,Gustavo Mosquito,COR,5,3.96,1.76,6.27
295,ATA,Alemão,INT,12,6.48,3.15,3.33
623,ATA,Jeffinho,BOT,2,0.73,-0.2,0.0
624,ATA,Canobbio,CAP,7,5.33,2.47,5.13
592,ATA,Fabrício,CFC,10,7.53,4.53,3.27
625,ATA,Weliton,JUV,0,1.0,0.0,1.25
589,ATA,Vitinho,BOT,0,1.0,0.0,1.25
65,ATA,Rony,PAL,13,12.86,6.39,9.76
128,ATA,Carlos Eduardo,BGT,5,4.18,1.24,-0.45
356,ATA,Matheus Martins,FLU,6,1.97,2.42,0.2
130,ATA,Matheus Babi,CAP,5,3.07,-0.12,0.03
351,ATA,Igor Paixão,CFC,12,14.4,6.84,3.08
348,ATA,Felipe Augusto,COR,3,1.47,0.27,0.81
639,ATA,Aloísio,AME,10,5.2,3.23,2.12
341,ATA,Gustavo Santos,AVA,0,2.0,0.0,2.65
567,ATA,Giovani,PAL,1,2.11,0.2,2.8
334,ATA,Pedro,FLA,11,9.0,2.85,9.05
570,ATA,Victor Sá,BOT,11,8.71,2.97,3.16
284,ATA,Rwan,SAN,8,3.28,3.56,-0.34
575,ATA,André,CUI,9,3.77,2.62,1.66
636,ATA,Petterson,FLA,0,1.0,0.0,1.25
635,ATA,David,FOR,0,1.97,-1.0,4.05
579,ATA,Vitor Roque,CAP,9,5.13,3.45,1.9
581,ATA,Jenison,CUI,7,3.55,1.44,-0.96
583,ATA,Gustavo Sauer,BOT,3,5.23,1.73,5.17
319,ATA,William Alves,CFC,0,1.0,0.0,1.25
318,ATA,Vitinho,FLA,5,5.02,1.28,1.29
587,ATA,Paulinho Moccelin,JUV,8,5.27,1.6,1.34
588,ATA,Sebastian Joffre,BOT,0,2.0,0.0,2.65
638,TEC,António Oliveira,CUI,4,5.82,2.89,1.61
457,TEC,Fabián Bustos,SAN,13,10.4,4.47,4.66
95,TEC,Marquinhos Santos,CEA,4,3.83,3.44,2.1
57,TEC,Maurício Barbieri,BGT,13,10.72,4.42,3.92
633,TEC,Jorginho,ACG,8,8.05,4.31,2.73
601,TEC,Jair Ventura,GOI,13,5.75,3.4,4.16
156,TEC,Vítor Pereira,COR,13,12.18,5.44,4.62
60,TEC,Juan Vojvoda,FOR,13,7.62,3.46,3.98
262,TEC,Gustavo Morínigo,CFC,13,10.88,4.63,3.65
606,TEC,Luiz Felipe Scolari,CAP,9,8.86,4.74,4.72
61,TEC,Rogério Ceni,SAO,14,11.89,4.19,5.19
739,TEC,Vagner Mancini,AME,13,6.81,3.54,2.27
593,TEC,Mano Menezes,INT,11,8.39,4.59,3.7
26,TEC,Abel Ferreira,PAL,13,12.94,6.53,4.46
159,TEC,Eduardo Barroca,AVA,14,7.93,3.52,3.13
576,TEC,Dorival Júnior,FLA,13,8.91,4.34,7.55
140,TEC,Umberto Louzer,JUV,7,5.63,3.23,4.39
560,TEC,Luís Castro,BOT,14,8.56,3.95,3.42
19,TEC,Antonio Mohamed,CAM,13,12.64,5.46,4.92
640,TEC,Fernando Diniz,FLU,10,9.64,4.48,5.36
