5,Vitinho,263,0,1,0,1.21
2,Vitor Ricardo,356,2,3.12,1.85,-0.09
5,Gustavo Santos,314,1,1.65,0.9,0.91
3,Lipe,314,0,2,0,2.4
3,Walce,276,0,2,0,2.4
2,Orejuela,293,5,6.53,5.96,4.99
5,Fabrício,294,11,7.7,4.45,3.78
1,Mycael,293,0,1,0,1.21
2,Paulo Henrique,286,10,4.51,2.29,2.63
3,Paulo Miranda,286,6,2.74,1.33,2.75
1,Diógenes ,277,0,2,0,2.4
4,Jader,293,0,4,0,4.77
1,Mateus,275,0,1,0,1.21
5,Dentinho,354,2,3.62,0.2,-0.08
4,Sammuel,356,0,1,0,1.21
4,Alisson,276,8,9.04,3.54,4.77
1,Paulo Mazoti,277,0,1,0,1.21
4,Bassani,286,0,4,0,4.77
1,Emerson Júnior,285,0,1,0,1.21
5,Marcelinho,266,0,1,0,1.21
1,Capellari,1371,0,1,0,1.21
1,Gabriel Pereira,293,0,1,0,1.21
2,Jhonny,266,0,1,0,1.21
2,Pedrinho,293,4,3.98,5.4,4.26
3,Kawan,263,0,1,0,1.21
5,Matheus Martins,266,7,2.78,2.7,3.65
1,William,286,0,2,0,2.4
5,Alexandre Jesus,266,3,1.31,1.03,2.72
6,Mano Menezes,285,12,8.44,4.5,3.71
5,Bryan Angulo,277,10,4.17,2.41,2.66
4,Jean,286,10,3.66,2.05,1.42
4,Matheus Araújo,264,0,1,0,1.21
2,Wesley,262,0,1,0,1.21
1,Anderson,293,0,3,0,3.59
2,Ayrton Lucas,262,11,6.63,4.61,1.1
5,Jhojan Julio,277,10,6.23,2.52,3.37
5,Daniel Cruz,263,2,0.76,0.5,0.04
2,Douglas Silva,290,0,3,0,3.59
3,Matheus Felipe,293,10,5,3.74,4.75
4,Patrick,276,11,8.27,4.09,1.78
3,Habraão,356,1,3.41,14.2,11.04
4,Guilherme Biro,264,1,2.73,3.6,3.06
1,Pedro Rangel,266,0,1,0,1.21
5,Aloísio,327,10,5.2,3.23,2.45
5,Luiz Filipe,290,2,2.2,1.2,2.61
3,Dedé,293,0,4,0,4.77
1,Igo,263,0,1,0,1.21
5,Canobbio,293,8,5.14,2.66,3.69
6,Vagner Mancini,327,14,7.64,3.74,5.73
1,Luis Felype,290,0,1,0,1.21
5,Gabriel Silva,356,0,2,0,2.4
4,Estevão,285,2,0.74,-0.35,0.04
3,David Ricardo,354,0,2,0,2.4
4,Danilo Silva,290,0,1,0,1.21
5,Petterson,262,0,1,0,1.21
5,Adrián Martínez,294,10,4.05,2.68,1.69
4,Rodrigo Fernández,277,12,5.34,2.43,0.55
5,Óscar Ruíz,286,10,8.66,4.05,0.5
4,Maycon,264,8,4.96,1.34,2.67
1,Léo Linck,293,0,2,0,2.4
1,Arthur,286,0,1,0,1.21
3,Joaquim,1371,3,4.04,5.7,6.06
5,Sebastian Joffre,263,0,2,0,2.4
4,Diego,354,0,3,0,3.59
4,Kawan,293,0,1,0,1.21
4,Hércules,356,10,4.36,3.62,2.43
5,José Hugo,294,4,3.41,3.08,9.18
2,Rafael Ramos,264,10,9,5.89,5.94
5,Churín,373,15,5.31,2.63,3.31
5,Pedro Henrique,285,9,4.17,2.57,2.18
2,Carlos Daniel,282,0,1,0,1.21
3,Lomónaco,280,6,3.03,1.92,1.79
2,Diego,294,5,2.86,2.66,4.19
6,Jair Ventura,290,14,5.52,3.35,2.7
5,Jeffinho,263,2,0.73,-0.2,0.89
5,José López,275,0,7,0,8.33
2,Nathan,294,3,1.08,-0.57,-0.44
5,Everton,262,0,15,0,17.83
3,Rodrigo Freitas,314,4,1.68,0.83,1.24
5,Reinaldo,293,0,3,0,3.59
5,Renato Junior,290,7,0.99,0.81,1.08
3,Jemerson,282,0,7,0,0.99
5,Dadá Belmonte,290,13,4.17,1.81,2.42
5,Vitor Hugo,290,1,0.73,-0.1,0.9
4,Galarza,294,3,4.08,1.8,2.75
4,Luan Dias,290,7,2.16,0.52,1.13
2,Marçal,263,0,5,0,5.96
5,Alan,266,0,8,0,9.52
5,Samuel Granada,266,0,3,0,3.59
5,Dentinho,314,9,1.14,0.8,0.23
4,Lincon,290,0,1,0,1.21
5,Weliton,286,0,1,0,1.21
3,Michel,373,0,2,0,2.4
4,Rivas,1371,5,2.11,0.86,0.16
3,Hiago,282,0,1,0,1.21
3,Rafael Vaz,314,1,3.39,1.1,3.27
5,Kawê,327,2,0.73,-0.2,0.73
3,Lucas Beraldo,276,0,2,0,2.4
4,Maicky,294,0,1,0,1.21
2,Caio Hila,1371,0,1,0,1.21
2,Arthur,327,2,0.73,-1.2,0.95
3,Vitão,285,9,4.62,2.29,1.75
2,Carlos Junio,327,0,1,0,1.21
5,Adyson,327,0,1,0,1.21
3,Arthur,290,0,2,0,0.29
5,William Pottker,314,11,4.18,2.15,0.57
4,Kelvi,286,0,1,0,1.21
2,Kevin ,314,15,6.21,3.16,3.65
4,Lucas Fernandes,263,8,3.52,2.11,1.23
4,Fernandinho,293,0,10,0,1.41
4,Luís Oyama,263,12,7.13,3.2,2.36
1,Young,276,0,1,0,1.21
2,José Welinton ,262,0,1,0,0.15
5,Jonathan Cafu,1371,7,2.28,0.37,0.67
2,Léo Maná,264,0,1,0,1.21
4,Isaac,373,0,1,0,1.21
5,João Victor,354,3,0.89,0.63,0.95
4,Vitinho,314,1,1.42,-0.1,0.99
5,Thiago Galhardo,356,0,10,0,1.41
4,Rubens,282,12,5.92,5.04,0.11
5,Jean,373,0,1,0,1.21
5,Emersonn,293,0,1,0,1.21
5,Alan Kardec,282,0,9,0,10.71
3,Luizão,276,0,1,0,1.21
3,Belezi,264,0,1,0,1.21
5,Wesley,264,1,0.73,-0.3,0.26
4,Breno Bidon,264,0,1,0,1.21
4,Otero,356,0,7,0,0.99
4,Gabriel Tota,286,1,1.04,-1.2,1.21
6,Luiz Felipe Scolari,293,10,9.47,4.98,6.53
2,Thauan Lara,285,1,1.06,1.7,1.42
4,Daniel Cabral,262,0,2,0,2.4
2,Sávio,290,0,3,0,
5,Giovane,264,3,1.42,0.9,0.35
4,Naves,275,2,0.73,-0.5,0.84
3,Léo Dourado,293,0,1,0,1.21
3,Da Silva,290,7,1.45,2.17,-0.71
5,Vásquez,354,0,5,0,0.71
4,Biel,294,1,1.3,2.9,2.12
4,Nathan,290,0,1,0,1.21
5,Matheusinho,290,1,0.73,0,0.48
4,Michel Araújo ,266,0,5,0,0.71
3,Sidimar,290,5,2.84,3.34,1.29
3,Lucas Ramires,286,0,1,0,1.21
5,Pedro Igor ,354,0,2,0,2.4
4,Talles,276,1,3.77,3.7,4.61
6,Marcelo Fernandes,277,0,10.3,0,
5,Caio,276,0,1,0,1.21
3,Arthur Chaves,314,14,4.65,2.29,0.32
2,Juan Pablo,290,3,3.05,4.73,4.15
3,Felipe Camargo,314,0,1,0,1.21
4,Edson Fernando,373,12,2.84,1.71,0.76
6,Fernando Diniz,266,11,10.61,4.95,8.56
2,Daniel Guedes ,1371,3,2.39,0.07,1.76
4,Sasha,356,0,4,0,0.57
4,Matheus Galdezani,314,3,2.71,0.43,1.81
4,Luiz Henrique,276,0,1,0,1.21
4,Kazu,314,0,2,0,2.4
4,Matheus Dias,285,0,1,0,0.15
4,Léo Silva,276,0,1,0,1.21
5,Marcinho,314,3,3.74,2.43,3.21
4,Rikelme,1371,0,1,0,1.21
5,Juan,276,0,1,0,1.21
4,Victor Hugo,262,1,1.89,2.1,1.84
2,Vinicius Kauê,293,0,1,0,1.21
3,Luan,266,0,1,0,1.21
5,Davi Araújo,293,0,3,0,3.59
4,Lucas Lima,373,4,1.21,0.13,0.18
3,Danilo Avelar,327,5,2.92,1.84,-0.68
4,André Anderson,276,6,2.84,1.07,1.16
4,Jhonatan,275,0,1,0,1.21
4,Pedrinho,282,0,9,0,1.27
5,Gabryel Martins,266,0,1,0,1.21
3,Luan Patrick,327,4,2.97,3.05,5.62
4,Alan Patrick,285,9,8.58,5.38,7.17
5,Gustavo Sauer,263,3,5.23,1.73,4.9
5,Vinícius Jaú,314,0,1,0,1.21
4,Nathan Camargo ,280,1,0.73,-0.8,0.96
4,Jean Pyerre,314,6,2.56,1.47,0.22
5,Vitor Roque,293,10,7.31,4.43,10.8
6,Jorginho,373,9,8.17,4.15,3.21
5,Merentiel,275,0,5,0,5.96
4,Pedro Bahia,290,0,1,0,1.21
1,Bruno,262,0,1,0,1.21
5,Pedro Junqueira,290,6,1.95,1.27,-0.35
6,António Oliveira,1371,5,6.24,2.97,3.29
5,Reginaldo,290,0,1,0,1.21
5,Gustavo Nescau,1371,0,3,0,3.59
2,Marcos Paulo,262,1,0.9,0.4,1.05
4,Rodriguinho,276,0,1,0,0.15
3,Lucas Freitas,275,0,1,0,1.21
4,David,354,0,2,0,2.4
4,Igor Jesus,262,0,1,0,0.15
2,Leonardo Ataíde,293,0,1,0,1.21
5,David,356,0,1.97,-1,4.43
3,João Vialle,293,1,0.66,-0.1,0.78
