3,Luiz Felipe,277,0,4,0,4.77
1,André,354,0,1,0,1.21
3,Junior Alonso,282,13,12.1,4.03,2.15
3,Bressan,314,10,5.51,2.04,-1.47
3,Thalisson Kelven,286,7,1.26,1.48,0.18
1,Maycon,280,0,2,0,2.4
5,Vitinho,293,7,3.96,1.97,2.67
6,Luís Castro,263,15,9.15,4.09,5.75
4,Bruno Oliveira,277,6,3.35,2.8,2.84
4,Camacho,277,6,3.78,1.92,2.02
1,Vinícius,1371,0,1,0,1.21
1,Gabriel Delfim,282,0,1,0,1.21
4,Lucas Piazon,263,6,2.23,0.17,-0.71
4,Willian Maranhão,277,4,4.23,1.23,3.7
1,Cláudio Vitor,314,0,1,0,1.21
3,Yan Souto,290,3,2.69,2.2,1.57
1,Kaique,275,0,1,0,1.21
1,Cássio,327,0,1,0,1.21
2,Reinaldo,276,11,3.73,1.14,0.06
5,Tailson,277,0,3,0,3.59
5,Lucas Braga,277,13,5.29,2.11,4.88
5,Capixaba,286,8,5.35,2.47,3.71
4,Kevyn ,327,0,1,0,1.21
1,Gustavo Ramalho,266,0,1,0,1.21
2,Madson,277,10,7.18,2.64,2.75
1,Anthoni,285,0,1,0,1.21
2,Luan Sales,373,0,2,0,2.4
5,Matheus Peixoto,354,7,5.74,1.35,1.24
5,Victor Sá,263,11,8.71,2.97,3.48
2,Welington ,276,13,9.14,3.19,2.65
4,Rodriguinho,327,4,1.01,1.05,0.24
5,Vitor Gabriel,286,8,3.08,1.86,2.08
4,Vinícius Zanocelo,277,13,10.1,4.15,10.29
4,Sandry,277,10,3.22,2.27,1.34
1,Robson,327,0,1,0,1.21
5,Ângelo,277,6,5.1,2.62,1.82
3,Ceballos,356,10,4.23,3.1,3.95
2,Lucas Pires,277,14,9.13,3.33,1.68
5,Neilton,294,3,3.68,0.74,2.94
4,Jadson,286,13,8.12,3.4,2.13
4,Andrés,276,5,3.87,2,3.25
2,Igor,314,0,2,0,2.4
5,Clayton,294,9,3.41,1.68,4.31
5,Rwan,277,9,3.74,3.38,1.9
4,Ivonei,277,0,3,0,3.59
3,Rafael Forster,286,13,4.88,2.74,0.43
3,Thalisson Gabriel,294,0,2,0,2.4
4,Pablo Maia,276,12,4.08,1.4,1
3,Miranda,276,6,6.26,3.6,3.24
4,Léo Rafael,354,1,2,-0.1,2.09
5,Allanzinho,277,0,2,0,2.4
4,Yuri Lima,286,12,4.02,1.35,2.41
4,Bernardo,294,7,1.99,1.5,0.72
1,Lucão,280,0,3,0,3.59
3,Marcos Victor,354,1,2.27,3.4,2.96
2,Danilo Barcelos,290,11,2.67,0.84,0
1,Rafael William,294,3,2.95,4.67,8.59
4,Lucas Ramos,285,0,3,0,3.59
2,Busanello,286,4,7.91,4.9,8.73
3,Ewerton,263,0,1,0,1.21
2,João Moreira,276,0,3,0,3.59
4,Kayque,263,6,2.33,2.72,0.68
1,César,286,14,4.06,2.74,1.29
1,Breno,373,0,1,0,1.21
6,Dorival Júnior,262,14,8.26,4.29,3.78
4,Rômulo,286,4,3.2,2.1,1.28
3,Michel,275,0,2,0,2.4
1,Thiago Couto,276,0,2,0,2.4
2,Reydson,263,0,1,0,1.21
2,William Matheus,286,10,1.46,0.5,-1.51
2,Bruno Melo,264,4,3.93,2.53,0.92
2,Michel,354,9,6.17,3.9,6.4
5,Carlos de Pena,285,12,5.43,3.71,1.95
4,Chico,286,13,6.38,2.85,2.34
4,Pablo Siles,293,5,1.74,0.14,1.1
2,Moraes,286,5,6.51,7.76,10.19
1,Marcão,294,0,1,0,1.21
1,Carlos Miguel,264,0,1,0,1.21
